air_temperature,air_humidity,soil_moisture,solar_radiation,ndvi,days_since_rain,wind_speed,risk_class
13.6,57.5,45.5,599.0,0.943,9.0,6.0,0
19.3,42.4,79.7,173.0,0.825,10.0,16.4,0
23.2,68.8,43.0,303.0,0.404,4.0,20.0,0
24.2,74.5,49.2,398.0,0.478,5.0,1.8,0
37.6,86.6,42.6,489.0,0.696,7.0,11.9,0
32.6,66.7,36.4,295.0,0.559,4.0,19.2,0
20.2,76.6,33.9,476.0,0.718,15.0,7.1,0
28.1,54.7,42.7,838.0,0.555,28.0,12.7,1
23.6,51.4,46.3,592.0,0.894,9.0,3.2,0
24.3,68.5,56.5,559.0,0.621,9.0,15.3,0
27.1,53.0,42.9,337.0,0.95,14.0,8.7,0
29.7,64.8,30.6,225.0,0.728,12.0,7.9,1
24.0,40.9,32.8,299.0,0.377,7.0,12.2,0
32.4,44.1,16.8,218.0,0.95,20.0,1.5,2
19.1,71.4,64.6,534.0,0.818,4.0,6.2,0
26.0,76.0,29.3,589.0,0.688,11.0,19.2,1
41.6,42.3,53.5,346.0,0.736,5.0,1.8,0
27.3,72.1,42.4,547.0,0.406,9.0,2.1,1
34.6,50.4,42.9,784.0,0.295,5.0,6.8,2
26.5,60.3,36.1,872.0,0.612,20.0,9.8,1
29.5,85.5,25.4,659.0,0.868,15.0,11.7,1
25.7,74.5,22.5,489.0,0.691,9.0,32.6,1
25.0,74.3,65.7,653.0,0.928,12.0,12.0,0
21.3,94.4,39.8,763.0,0.858,3.0,13.3,0
28.6,47.3,56.0,159.0,0.624,2.0,21.8,0
20.9,42.3,60.2,787.0,0.833,4.0,4.8,0
30.0,47.0,31.4,422.0,0.894,20.0,13.6,2
32.5,55.4,44.8,424.0,0.606,5.0,16.3,0
28.2,17.6,38.7,456.0,0.582,13.0,14.7,0
24.3,56.3,19.5,578.0,0.645,6.0,11.7,0
28.7,50.2,35.0,320.0,0.186,6.0,11.1,1
24.1,74.1,47.4,469.0,0.67,5.0,3.8,0
31.6,66.3,30.0,615.0,0.75,5.0,7.4,1
15.0,49.2,32.8,559.0,0.646,12.0,27.5,0
24.0,70.6,35.2,589.0,0.682,5.0,6.0,0
14.1,73.0,71.8,462.0,0.612,5.0,10.3,0
17.0,46.2,8.7,645.0,0.261,7.0,9.8,2
34.2,51.1,46.0,710.0,0.919,5.0,13.6,0
31.4,19.9,33.9,699.0,0.554,4.0,9.7,2
21.7,40.4,27.7,597.0,0.509,11.0,8.5,1
17.0,46.6,33.6,689.0,0.864,8.0,18.8,1
8.2,61.3,48.7,677.0,0.796,5.0,12.0,0
22.7,43.0,49.6,1002.0,0.669,4.0,11.1,1
40.5,50.8,41.0,739.0,0.758,14.0,6.4,1
28.6,37.9,55.5,504.0,0.412,2.0,7.6,0
22.6,63.1,58.3,356.0,0.605,10.0,12.4,0
28.8,67.7,51.1,473.0,0.853,1.0,20.1,0
16.6,67.2,29.3,460.0,0.498,7.0,24.9,0
24.2,60.2,45.9,612.0,0.44,8.0,13.2,0
26.6,32.3,46.0,394.0,0.634,2.0,36.6,0
25.5,48.8,24.9,735.0,0.638,2.0,8.1,0
30.7,52.7,12.9,270.0,0.737,8.0,8.1,2
28.1,52.7,5.6,226.0,0.372,2.0,22.9,2
30.0,61.3,39.1,496.0,0.161,16.0,11.5,2
21.9,85.7,42.8,368.0,0.786,5.0,6.6,0
31.4,74.6,19.1,294.0,0.425,18.0,10.1,2
35.8,42.2,54.7,405.0,0.51,16.0,4.3,1
20.2,72.2,40.4,383.0,0.227,6.0,8.9,1
20.7,71.5,59.6,522.0,0.804,8.0,3.8,0
34.0,45.5,43.9,408.0,0.683,14.0,4.3,1
24.9,75.3,20.9,423.0,0.676,3.0,12.3,1
34.4,57.1,45.3,519.0,0.675,5.0,1.0,0
23.3,34.6,48.7,703.0,0.249,18.0,3.9,2
34.7,68.2,29.2,785.0,0.443,13.0,5.3,1
26.8,63.9,14.9,547.0,0.539,6.0,7.3,1
27.5,55.9,39.6,561.0,0.485,8.0,15.4,1
35.4,59.3,22.0,487.0,0.571,4.0,7.1,2
23.8,47.1,55.9,607.0,0.664,5.0,26.8,0
20.4,71.0,31.5,590.0,0.801,10.0,6.0,2
23.3,59.2,65.6,759.0,0.354,5.0,1.1,0
28.7,63.0,4.0,180.0,0.618,11.0,4.1,2
16.6,66.4,40.2,478.0,0.748,2.0,12.2,0
29.8,39.2,60.9,581.0,0.454,10.0,4.2,2
22.8,43.9,23.8,515.0,0.585,3.0,5.8,1
32.9,20.2,35.5,351.0,0.704,6.0,22.7,1
11.6,70.2,31.6,286.0,0.622,4.0,27.6,0
21.3,38.2,27.1,665.0,0.741,10.0,2.7,2
15.9,62.4,41.9,384.0,0.637,2.0,8.4,0
21.0,66.7,17.3,204.0,0.564,11.0,11.9,1
27.5,70.8,36.2,674.0,0.409,7.0,19.4,1
24.9,38.3,46.3,603.0,0.664,6.0,7.1,0
24.5,58.8,34.6,499.0,0.638,4.0,11.9,0
25.0,90.1,22.0,355.0,0.441,5.0,21.8,1
27.2,90.9,54.5,500.0,0.725,16.0,10.3,0
19.9,77.8,49.7,739.0,0.848,4.0,0.5,0
30.2,66.1,21.3,229.0,0.501,16.0,8.4,2
30.0,41.9,17.3,238.0,0.489,19.0,5.0,2
28.3,72.9,22.8,407.0,0.482,6.0,5.3,2
29.3,57.2,46.7,515.0,0.318,2.0,5.7,1
27.8,70.1,42.4,431.0,0.95,13.0,1.0,0
38.2,48.6,50.6,636.0,0.539,13.0,26.3,1
25.5,56.9,32.8,716.0,0.465,16.0,20.3,1
24.2,63.0,23.2,570.0,0.417,7.0,29.0,1
21.5,64.4,52.7,621.0,0.55,9.0,38.4,0
19.8,68.9,29.1,569.0,0.495,5.0,11.6,0
18.5,49.6,41.0,522.0,0.879,5.0,6.5,0
20.7,35.8,13.2,287.0,0.395,8.0,14.1,2
25.6,89.2,28.9,335.0,0.343,14.0,14.5,1
28.0,100.0,54.2,277.0,0.719,12.0,6.5,0
26.3,68.1,26.5,493.0,0.601,7.0,6.3,0
21.4,36.2,51.0,562.0,0.58,15.0,9.4,0
31.4,46.1,3.0,259.0,0.721,2.0,5.9,2
30.4,69.2,29.0,533.0,0.645,29.0,14.6,1
25.0,84.1,35.3,362.0,0.612,3.0,3.3,0
22.1,38.2,65.9,328.0,0.367,7.0,17.0,1
29.3,57.8,19.3,407.0,0.32,8.0,24.4,2
27.1,63.5,48.7,318.0,0.494,8.0,27.9,0
17.3,75.6,54.9,629.0,0.425,14.0,42.4,1
25.6,53.8,26.5,490.0,0.668,3.0,14.8,1
27.6,31.9,32.0,667.0,0.296,9.0,2.7,1
20.6,71.2,40.3,440.0,0.54,11.0,10.9,0
27.1,80.2,14.3,447.0,0.589,15.0,36.4,1
17.3,58.5,30.7,857.0,0.613,6.0,27.3,1
34.0,67.3,58.4,228.0,0.692,8.0,8.0,0
33.5,51.5,46.4,751.0,0.561,7.0,1.3,1
24.5,44.8,35.5,818.0,0.5,11.0,14.3,1
28.2,78.5,39.8,658.0,0.844,11.0,2.6,0
11.5,67.0,47.3,461.0,0.562,5.0,14.0,0
19.1,68.8,50.4,777.0,0.875,7.0,15.2,0
24.2,87.0,29.1,462.0,0.561,7.0,26.4,1
19.6,41.0,62.6,393.0,0.617,3.0,1.5,0
30.3,50.1,59.1,450.0,0.595,9.0,19.5,0
38.0,62.8,48.8,417.0,0.662,9.0,9.4,0
18.9,49.8,24.5,350.0,0.544,3.0,31.2,1
21.0,74.1,21.7,720.0,0.637,10.0,18.6,1
27.4,56.6,32.8,381.0,0.896,32.0,11.6,1
35.7,42.1,39.0,515.0,0.809,4.0,4.8,0
18.7,61.2,9.7,260.0,0.81,3.0,10.2,1
27.5,63.1,45.9,526.0,0.378,11.0,22.9,0
36.9,76.8,58.6,312.0,0.408,5.0,10.3,1
16.1,67.1,47.2,308.0,0.659,14.0,10.0,0
18.3,68.3,27.2,500.0,0.759,7.0,10.4,0
23.5,65.8,25.3,710.0,0.527,4.0,6.5,1
22.9,56.6,42.8,599.0,0.494,7.0,4.4,0
30.9,47.1,35.5,612.0,0.871,11.0,5.0,0
27.4,65.2,45.1,497.0,0.743,11.0,11.2,0
15.4,54.0,47.6,460.0,0.81,2.0,20.2,0
29.1,90.4,55.5,662.0,0.541,11.0,12.4,0
22.5,84.2,19.9,419.0,0.526,7.0,23.2,1
33.6,71.4,41.5,670.0,0.791,8.0,27.6,0
22.2,66.8,32.2,742.0,0.573,9.0,37.9,1
22.2,58.4,36.4,369.0,0.51,3.0,35.7,0
29.2,37.3,51.8,395.0,0.456,2.0,2.9,1
30.6,56.1,53.6,422.0,0.528,2.0,16.0,0
28.7,61.8,60.4,256.0,0.778,13.0,7.5,0
15.9,64.1,44.8,436.0,0.348,13.0,5.2,1
29.2,68.5,36.2,754.0,0.733,1.0,8.9,1
19.8,76.6,34.0,332.0,0.493,7.0,29.7,0
27.4,47.5,10.2,759.0,0.582,5.0,23.0,2
17.5,47.7,59.4,442.0,0.594,3.0,11.2,0
28.7,86.1,32.8,901.0,0.58,15.0,18.0,0
21.2,73.9,46.1,397.0,0.568,17.0,14.5,0
18.3,53.0,48.9,494.0,0.54,8.0,8.9,0
30.3,58.1,18.1,356.0,0.517,5.0,5.9,1
27.4,58.2,23.2,396.0,0.858,5.0,10.2,0
22.3,60.6,62.8,761.0,0.625,3.0,18.8,0
34.7,68.5,42.6,605.0,0.597,5.0,32.0,0
23.4,100.0,28.7,705.0,0.504,4.0,16.2,2
26.2,63.4,36.0,283.0,0.547,16.0,6.9,0
27.6,71.9,55.4,638.0,0.505,1.0,4.6,1
22.3,29.6,52.9,345.0,0.758,12.0,14.1,0
28.8,51.3,14.5,279.0,0.484,3.0,1.6,2
22.8,82.1,64.1,563.0,0.216,11.0,52.6,1
23.5,67.2,53.5,561.0,0.63,6.0,15.9,0
34.2,8.0,35.6,530.0,0.57,12.0,26.3,1
19.8,72.1,18.9,649.0,0.515,2.0,22.0,2
11.5,94.5,54.9,677.0,0.784,4.0,15.7,0
35.7,24.1,45.6,785.0,0.128,5.0,15.0,2
41.3,87.3,14.7,306.0,0.904,7.0,19.5,2
23.6,10.1,34.3,790.0,0.81,7.0,8.3,0
14.4,76.9,88.0,859.0,0.507,3.0,11.4,0
24.1,59.8,38.3,454.0,0.539,2.0,20.3,0
24.3,17.7,26.1,220.0,0.711,6.0,2.9,1
24.9,68.0,21.9,271.0,0.716,7.0,11.1,0
19.3,80.7,66.4,437.0,0.506,5.0,10.1,0
29.5,66.5,51.6,883.0,0.329,1.0,1.5,2
29.1,70.5,60.5,523.0,0.95,7.0,16.9,0
17.0,52.6,42.0,409.0,0.792,10.0,13.1,0
30.2,26.5,58.1,397.0,0.648,8.0,11.1,0
38.3,72.5,24.4,282.0,0.652,6.0,23.1,1
27.0,91.5,40.6,677.0,0.732,8.0,20.6,0
24.0,80.3,42.6,503.0,0.753,4.0,21.7,0
25.1,24.2,60.1,898.0,0.244,15.0,10.2,1
29.7,32.7,43.1,633.0,0.557,5.0,8.1,0
15.6,44.8,28.0,669.0,0.538,10.0,12.9,1
27.0,31.3,39.0,476.0,0.591,6.0,15.6,0
23.7,60.8,11.2,324.0,0.759,13.0,18.5,2
37.1,67.1,3.0,363.0,0.298,5.0,5.2,2
25.0,34.3,51.3,274.0,0.377,13.0,14.9,1
36.0,74.0,32.0,684.0,0.497,16.0,25.0,1
19.4,70.8,33.8,451.0,0.648,4.0,5.9,0
29.5,50.1,51.3,691.0,0.77,12.0,1.4,1
27.9,56.9,60.4,544.0,0.914,19.0,0.6,0
20.8,24.9,46.6,467.0,0.568,9.0,8.0,1
27.1,54.0,68.8,309.0,0.769,14.0,4.4,0
33.3,60.1,46.0,574.0,0.748,16.0,16.4,0
24.1,63.0,42.8,481.0,0.718,13.0,14.5,0
15.8,66.8,41.8,682.0,0.616,4.0,1.8,0
25.9,64.4,17.4,391.0,0.548,9.0,24.2,2
20.6,55.2,53.3,631.0,0.428,10.0,6.3,0
23.9,65.2,3.0,815.0,0.416,1.0,4.9,2
25.5,78.0,28.6,569.0,0.682,6.0,13.9,0
15.8,58.3,38.4,661.0,0.61,8.0,7.5,0
16.3,65.7,25.4,623.0,0.545,10.0,13.0,1
28.9,56.6,30.8,862.0,0.74,3.0,9.8,2
22.9,48.4,67.4,587.0,0.584,6.0,26.2,0
10.6,69.4,55.7,646.0,0.456,8.0,13.2,0
30.7,50.0,27.0,513.0,0.572,5.0,8.9,2
27.6,67.0,30.5,381.0,0.768,1.0,10.8,0
21.7,60.5,17.6,303.0,0.436,15.0,22.5,2
18.1,54.5,49.3,748.0,0.658,23.0,5.3,0
31.0,54.1,34.0,338.0,0.61,9.0,17.0,1
28.1,50.9,6.5,654.0,0.483,9.0,11.3,2
40.3,30.4,39.6,595.0,0.567,7.0,11.6,1
28.5,66.9,45.0,685.0,0.337,2.0,4.4,0
28.3,64.2,53.4,427.0,0.64,2.0,8.0,0
25.0,75.3,36.8,378.0,0.374,15.0,6.8,0
30.9,50.4,32.0,588.0,0.813,21.0,11.2,1
29.8,94.1,69.8,467.0,0.603,9.0,3.1,1
33.5,53.2,38.1,298.0,0.517,5.0,1.2,1
22.9,44.2,49.5,869.0,0.829,6.0,7.5,1
23.4,42.1,29.4,378.0,0.434,10.0,22.8,1
23.1,28.8,49.0,341.0,0.485,14.0,15.9,0
30.7,87.6,14.7,476.0,0.291,7.0,10.4,2
35.0,84.7,30.6,746.0,0.856,5.0,4.7,1
23.2,70.8,18.7,130.0,0.95,3.0,0.5,0
23.5,43.9,28.3,731.0,0.319,5.0,6.3,1
27.9,92.6,58.0,356.0,0.473,10.0,9.3,0
24.5,53.7,28.2,568.0,0.633,8.0,3.9,0
31.7,55.2,49.5,398.0,0.527,8.0,15.1,0
12.5,85.9,62.3,879.0,0.614,3.0,14.8,1
21.0,71.9,37.6,542.0,0.599,6.0,7.3,0
21.3,99.6,53.9,393.0,0.693,12.0,9.7,0
12.1,64.5,46.5,466.0,0.447,18.0,9.6,1
20.2,52.9,39.9,536.0,0.655,12.0,14.1,0
20.5,49.0,50.0,552.0,0.419,14.0,5.1,1
24.8,26.8,67.4,599.0,0.546,1.0,49.9,0
32.7,55.0,27.8,520.0,0.307,16.0,3.0,1
24.5,80.6,22.7,272.0,0.547,9.0,5.2,1
19.8,70.8,21.7,459.0,0.517,8.0,12.6,1
25.7,60.4,53.9,629.0,0.79,9.0,32.4,0
32.3,42.1,56.1,399.0,0.609,20.0,6.9,0
20.1,64.1,29.4,641.0,0.642,5.0,4.5,0
20.5,78.2,3.8,526.0,0.616,9.0,8.6,2
29.4,67.8,27.2,481.0,0.237,6.0,17.4,1
24.7,63.0,46.8,735.0,0.261,3.0,18.0,1
29.9,45.7,36.9,207.0,0.563,2.0,15.9,0
25.9,75.6,40.9,398.0,0.67,3.0,34.8,0
30.2,8.0,29.6,742.0,0.578,4.0,18.1,1
19.8,66.9,54.2,849.0,0.464,6.0,20.7,1
25.9,100.0,43.5,931.0,0.577,14.0,22.2,1
24.7,32.8,47.4,529.0,0.561,3.0,4.1,0
18.7,55.7,40.5,602.0,0.76,4.0,9.4,0
16.6,59.9,46.4,667.0,0.75,20.0,5.3,0
30.1,51.7,45.3,750.0,0.52,5.0,5.7,1
23.9,78.7,23.2,576.0,0.611,4.0,7.9,1
19.9,68.5,44.0,687.0,0.67,4.0,13.8,0
25.4,62.7,50.7,603.0,0.696,8.0,31.3,0
32.8,74.4,56.5,614.0,0.917,7.0,16.9,0
12.3,60.3,44.7,355.0,0.615,4.0,14.8,0
17.0,100.0,22.6,461.0,0.83,5.0,8.1,1
20.5,62.7,25.0,426.0,0.411,12.0,33.5,2
34.8,63.5,31.0,306.0,0.505,8.0,2.8,0
27.7,29.2,41.0,223.0,0.236,17.0,18.4,1
30.6,50.2,36.0,444.0,0.647,6.0,1.4,0
19.2,80.7,20.0,473.0,0.737,12.0,11.9,1
19.3,36.0,19.9,539.0,0.16,12.0,22.3,2
28.7,21.2,4.4,620.0,0.654,4.0,10.9,2
26.3,60.6,3.0,554.0,0.729,9.0,26.6,2
29.3,84.7,35.9,474.0,0.719,7.0,4.7,0
24.9,60.8,75.1,355.0,0.405,1.0,0.5,0
27.7,53.9,66.7,678.0,0.759,2.0,3.1,0
26.9,26.5,22.3,502.0,0.622,8.0,8.2,0
30.7,68.1,40.4,442.0,0.726,1.0,13.9,0
30.8,71.9,14.6,486.0,0.597,1.0,6.2,0
16.3,27.9,17.0,388.0,0.689,7.0,11.9,1
12.5,80.4,18.8,424.0,0.82,1.0,16.0,0
32.0,73.8,34.4,419.0,0.583,3.0,5.0,0
33.1,80.4,35.1,468.0,0.671,7.0,5.1,0
19.9,70.5,42.0,638.0,0.845,6.0,2.4,0
14.8,71.8,48.6,593.0,0.596,6.0,26.6,0
26.6,69.4,32.6,798.0,0.417,10.0,27.0,1
31.6,75.6,38.6,738.0,0.742,13.0,11.8,1
36.8,27.3,20.5,872.0,0.878,14.0,3.3,2
29.1,33.0,16.5,621.0,0.852,21.0,30.3,2
23.8,46.8,14.0,618.0,0.749,1.0,5.1,1
20.6,57.7,48.4,432.0,0.198,4.0,2.6,1
26.1,67.0,32.6,669.0,0.506,3.0,5.0,1
24.2,65.8,8.1,402.0,0.515,21.0,4.4,2
19.9,80.1,37.0,255.0,0.628,7.0,3.5,0
38.3,80.7,18.0,795.0,0.924,6.0,6.1,2
36.7,44.3,64.6,295.0,0.426,5.0,11.1,0
32.8,64.3,28.7,599.0,0.95,5.0,18.3,1
20.5,44.7,48.9,362.0,0.551,5.0,8.7,0
31.1,56.6,55.4,723.0,0.482,5.0,8.8,0
29.8,65.8,22.7,747.0,0.772,4.0,8.5,1
28.7,8.0,39.2,615.0,0.786,18.0,2.6,1
33.5,100.0,46.9,744.0,0.737,26.0,17.9,0
29.8,70.2,39.8,521.0,0.481,25.0,22.4,1
30.4,49.3,43.8,922.0,0.71,1.0,29.3,0
29.8,94.7,16.7,654.0,0.434,4.0,7.7,1
28.0,53.7,46.9,358.0,0.476,1.0,28.1,0
15.3,62.4,30.2,533.0,0.603,26.0,19.6,1
26.5,51.2,43.6,493.0,0.472,9.0,3.7,0
22.7,89.7,52.7,475.0,0.809,12.0,5.1,0
18.3,58.1,48.7,222.0,0.516,6.0,11.3,0
36.1,62.7,43.6,590.0,0.58,6.0,8.8,0
36.4,81.7,48.3,271.0,0.462,15.0,3.1,0
34.2,70.5,49.0,65.0,0.807,7.0,11.3,0
27.5,59.0,61.9,458.0,0.5,7.0,11.5,0
34.1,80.0,37.5,384.0,0.826,11.0,19.4,0
26.1,100.0,40.6,365.0,0.812,10.0,6.6,0
27.2,65.7,52.9,50.0,0.54,7.0,5.3,0
19.4,62.1,30.2,367.0,0.625,5.0,2.4,0
28.4,63.1,16.6,489.0,0.535,4.0,12.9,2
26.4,83.6,45.9,406.0,0.718,14.0,11.8,0
18.2,49.2,34.7,590.0,0.585,7.0,32.0,0
25.7,55.0,18.7,771.0,0.545,4.0,18.5,2
25.5,32.3,46.0,613.0,0.628,13.0,6.7,1
36.8,38.7,60.9,705.0,0.335,7.0,10.7,2
31.4,50.7,11.9,720.0,0.606,1.0,3.0,2
26.1,59.0,54.4,337.0,0.737,4.0,7.6,0
27.5,91.8,3.0,599.0,0.645,7.0,12.2,2
26.3,69.6,31.6,699.0,0.791,1.0,33.1,0
24.8,43.6,67.4,442.0,0.552,9.0,4.4,0
19.5,46.9,32.7,378.0,0.537,10.0,26.0,1
25.1,84.7,39.4,615.0,0.419,14.0,12.8,1
21.5,80.3,50.2,253.0,0.547,8.0,18.2,0
18.5,60.5,10.5,324.0,0.95,4.0,10.4,1
29.1,52.0,39.2,400.0,0.67,1.0,5.7,0
28.3,80.2,39.0,601.0,0.515,1.0,25.0,1
15.3,42.1,67.8,559.0,0.439,6.0,7.2,1
25.3,67.1,18.2,706.0,0.332,6.0,17.4,2
32.0,100.0,31.9,354.0,0.471,1.0,3.3,0
32.4,63.7,23.1,344.0,0.757,8.0,4.2,1
32.2,46.0,21.4,614.0,0.543,5.0,1.4,1
26.2,67.4,56.0,376.0,0.448,3.0,9.5,1
20.9,51.5,38.4,411.0,0.467,2.0,12.8,0
19.5,34.9,29.1,186.0,0.737,18.0,10.7,1
28.1,72.6,29.7,572.0,0.605,1.0,2.4,0
28.3,80.1,29.0,797.0,0.507,21.0,4.2,2
33.7,54.4,30.4,335.0,0.564,3.0,18.0,1
32.6,53.2,17.8,704.0,0.95,23.0,6.5,2
25.2,42.7,33.9,509.0,0.84,1.0,11.1,0
18.5,57.3,32.3,202.0,0.884,9.0,6.1,0
24.1,49.9,25.9,359.0,0.305,16.0,16.5,2
27.3,41.8,40.5,348.0,0.593,16.0,6.2,0
24.8,94.1,41.8,463.0,0.504,9.0,8.9,0
22.5,68.4,29.1,596.0,0.718,8.0,21.4,2
27.5,70.3,35.7,853.0,0.811,2.0,10.8,0
23.0,75.9,72.5,262.0,0.679,13.0,4.7,0
22.2,73.9,71.9,433.0,0.463,15.0,14.6,0
27.9,52.6,21.1,359.0,0.501,7.0,2.4,1
23.6,64.9,23.4,292.0,0.732,8.0,4.5,1
27.5,55.2,21.0,537.0,0.75,34.0,2.6,1
27.6,67.9,54.9,520.0,0.645,2.0,16.8,0
19.2,66.2,31.6,194.0,0.643,9.0,13.9,0
23.1,53.1,41.8,523.0,0.629,13.0,15.5,0
34.6,36.1,70.0,303.0,0.668,1.0,12.3,1
19.0,62.6,37.8,522.0,0.749,1.0,24.7,0
13.3,56.3,49.3,749.0,0.733,4.0,12.1,0
14.8,26.0,46.3,603.0,0.624,4.0,6.5,0
26.2,69.1,28.6,552.0,0.611,3.0,4.9,0
26.2,77.4,54.9,425.0,0.604,4.0,12.0,0
25.3,100.0,24.4,532.0,0.48,4.0,23.3,1
33.3,53.0,59.4,621.0,0.477,7.0,3.2,1
10.0,50.3,28.6,604.0,0.718,3.0,15.2,0
28.4,40.0,30.4,502.0,0.492,5.0,8.9,1
35.4,63.8,20.6,559.0,0.767,7.0,20.9,2
19.2,63.6,23.2,283.0,0.611,5.0,2.0,0
23.7,45.4,31.2,388.0,0.768,9.0,32.1,0
21.5,56.9,3.0,647.0,0.735,17.0,8.8,2
20.6,24.4,34.3,672.0,0.772,2.0,1.6,0
24.0,76.7,29.9,537.0,0.534,3.0,3.1,1
34.6,46.1,50.6,786.0,0.694,12.0,35.2,1
37.0,59.4,44.8,611.0,0.753,8.0,15.2,0
24.0,34.3,26.7,478.0,0.341,12.0,8.0,2
37.4,49.5,30.7,300.0,0.926,11.0,40.6,1
26.2,55.0,34.2,779.0,0.95,4.0,11.7,0
36.5,59.8,61.8,659.0,0.791,18.0,20.0,1
25.4,68.6,24.8,844.0,0.765,19.0,4.2,1
26.8,85.9,26.5,910.0,0.726,3.0,7.7,1
28.2,73.2,19.9,288.0,0.562,17.0,11.6,1
45.1,77.3,14.3,289.0,0.6,18.0,7.0,2
31.1,86.0,42.9,50.0,0.794,22.0,24.5,0
21.8,70.3,41.2,685.0,0.445,11.0,14.9,0
31.8,59.3,58.5,638.0,0.429,5.0,3.1,0
23.8,78.2,54.7,538.0,0.548,4.0,8.4,0
23.1,79.3,76.4,299.0,0.738,5.0,5.0,0
31.5,71.7,36.8,504.0,0.464,2.0,15.1,0
26.2,33.8,33.8,553.0,0.579,9.0,6.9,1
27.7,44.9,17.2,661.0,0.601,6.0,1.6,1
26.1,55.1,49.1,569.0,0.438,2.0,13.3,1
28.0,74.0,39.9,639.0,0.181,4.0,6.6,1
28.5,59.6,48.4,498.0,0.435,16.0,27.0,0
14.4,80.5,19.8,733.0,0.667,9.0,3.6,1
30.0,83.7,43.6,634.0,0.708,3.0,5.3,0
20.1,81.6,41.3,306.0,0.709,22.0,8.1,0
17.3,81.7,40.2,770.0,0.73,8.0,13.9,0
25.6,41.3,27.1,741.0,0.507,2.0,21.3,0
26.5,68.7,57.0,604.0,0.469,5.0,7.7,0
21.8,49.1,70.8,571.0,0.688,2.0,11.9,0
31.0,30.3,20.2,819.0,0.582,18.0,2.2,2
17.9,54.8,49.5,226.0,0.783,12.0,5.4,0
23.6,83.8,3.0,743.0,0.689,4.0,7.1,2
22.5,68.3,48.7,434.0,0.851,1.0,8.1,0
25.7,96.3,8.1,717.0,0.536,12.0,16.4,2
27.7,63.2,29.6,542.0,0.812,8.0,36.6,1
20.0,100.0,17.0,296.0,0.95,16.0,5.6,0
30.3,63.2,34.6,431.0,0.63,1.0,15.1,1
26.4,60.4,51.4,704.0,0.71,11.0,24.4,0
14.6,37.0,8.3,482.0,0.453,6.0,23.6,2
14.2,80.0,32.2,408.0,0.781,28.0,4.4,0
25.9,51.0,29.8,407.0,0.823,2.0,22.6,0
24.7,48.4,63.3,636.0,0.531,13.0,3.2,1
25.4,83.1,44.9,835.0,0.726,12.0,3.2,0
25.8,80.8,19.2,135.0,0.67,2.0,10.6,1
27.4,80.4,30.5,1024.0,0.69,5.0,7.0,1
31.7,53.5,62.9,557.0,0.766,11.0,28.5,0
19.3,59.1,49.4,624.0,0.713,4.0,1.5,0
19.0,58.9,23.3,441.0,0.595,4.0,10.7,1
19.4,74.1,33.7,519.0,0.77,14.0,20.3,0
27.7,88.0,34.2,555.0,0.82,24.0,1.4,1
33.5,66.6,29.4,331.0,0.52,14.0,7.4,1
23.4,95.5,10.6,375.0,0.62,2.0,19.9,1
11.0,76.1,27.2,733.0,0.302,0.0,9.9,1
15.8,55.8,60.2,241.0,0.725,2.0,9.9,0
21.0,74.9,31.9,599.0,0.84,11.0,21.4,1
22.7,90.7,36.3,453.0,0.574,12.0,14.3,0
23.5,96.0,40.2,347.0,0.644,5.0,5.4,0
26.2,81.4,73.5,875.0,0.58,2.0,32.0,0
24.1,60.5,38.1,348.0,0.551,5.0,8.8,0
32.3,56.1,55.5,317.0,0.662,1.0,3.0,0
21.9,70.4,28.4,486.0,0.479,9.0,10.3,1
20.8,90.1,33.8,382.0,0.578,8.0,9.4,0
28.9,67.8,38.2,521.0,0.457,2.0,13.9,0
16.8,68.2,25.6,548.0,0.726,14.0,15.7,0
28.3,60.9,34.7,562.0,0.663,7.0,2.3,0
26.6,54.1,52.2,498.0,0.542,3.0,8.2,0
25.1,57.1,25.2,394.0,0.627,9.0,14.3,0
35.5,62.4,38.0,636.0,0.58,28.0,10.0,1
22.3,90.9,49.3,500.0,0.826,1.0,6.5,0
38.4,55.7,24.8,431.0,0.541,29.0,17.7,2
24.6,60.9,55.5,786.0,0.734,7.0,17.6,0
18.3,44.4,39.2,498.0,0.493,11.0,0.0,1
26.4,72.9,35.4,717.0,0.767,11.0,11.9,0
19.5,84.6,5.9,741.0,0.807,3.0,13.8,2
21.5,89.2,32.0,752.0,0.815,5.0,8.2,1
28.4,63.7,43.9,644.0,0.885,18.0,11.1,0
29.3,70.3,65.9,520.0,0.673,20.0,8.7,0
22.3,57.2,47.1,508.0,0.843,6.0,13.5,0
31.9,69.5,56.0,476.0,0.912,25.0,6.7,0
32.9,65.7,18.7,130.0,0.418,6.0,6.9,1
34.6,61.0,36.0,649.0,0.511,13.0,8.8,1
29.2,62.5,57.5,564.0,0.351,4.0,13.7,0
34.2,68.1,23.8,669.0,0.811,12.0,15.0,2
14.7,54.7,53.4,499.0,0.348,5.0,25.9,1
24.1,55.6,49.7,640.0,0.3,33.0,3.4,1
20.8,90.7,42.4,272.0,0.422,9.0,1.1,0
26.7,100.0,32.7,310.0,0.307,23.0,17.6,1
22.6,38.3,22.2,74.0,0.669,8.0,10.5,1
25.0,37.3,66.4,496.0,0.425,7.0,1.4,1
37.3,42.8,48.1,381.0,0.316,8.0,8.6,2
25.0,58.1,43.4,357.0,0.612,27.0,21.3,1
